阿裡雪	 清江路108	 	 购物服务;服装鞋帽皮具店;服装鞋帽皮具店	 120.186413,30.247994	 120.190999,30.245597	 120.197581,30.251296
南站(上城区)(公交站)	 富阳常绿-杭州安琪儿站;富阳新南站-杭州城站;富阳新车站-杭州城站;富阳新车站-杭州安琪儿站	 	 交通设施服务;公交车站;公交车站相关	 120.183605,30.236747	 120.188198,30.234354	 120.194775,30.240025
杭州市钱江新城建设管理委员会	 钱江路637	 	 政府机构及社会团体;政府机关;政府机关相关	 120.194140,30.240251	 120.198704,30.237840	 120.205252,30.243638
杭州最忆城市酒店	 马市街131号	 0571-87928000,0571-88495891,0571-87928008	 住宿服务;宾馆酒店;宾馆酒店	 120.171426,30.258026	 120.176057,30.255657	 120.182660,30.261308
凤凰城停车场	 钱江路2号	 	 交通设施服务;停车场;专用停车场	 120.171696,30.219345	 120.176323,30.216972	 120.182894,30.222614
上城区公安分局站前派出所巡逻签到点	 环城东路12-10附近	 	 政府机构及社会团体;公检法机构;社会治安机构|政府机构及社会团体;公检法机构;公安警察	 120.180051,30.249323	 120.184656,30.246937	 120.191251,30.252589
富驿时尚酒店(江城路)	 江城路720-1	 0571-28299988	 住宿服务;住宿服务相关;住宿服务相关	 120.173821,30.240940	 120.178443,30.238565	 120.185032,30.244205
杭州市城乡建设委员会沿街停车场	 长生路9号	 	 交通设施服务;停车场;路边停车场	 120.162151,30.259413	 120.166810,30.257061	 120.173395,30.262787
肯德基(江城店)	 江城路558号	 0571-56075757;0571-86076949	 餐饮服务;快餐厅;肯德基	 120.171602,30.237450	 120.176230,30.235079	 120.182814,30.240724
浙江省杭州市急救中心城中急救站	 孝女路6	 0571-87063446	 医疗保健服务;急救中心;急救中心	 120.161258,30.259773	 120.165919,30.257423	 120.172502,30.263160
杭州市上城区小丁家具经营部	 清江路210-16	 0571-86050294	 购物服务;家居建材市场;家具城	 120.193089,30.243710	 120.197657,30.241301	 120.204213,30.247084
格林豪泰贝壳酒店(杭州火车城站店)	 解放路40号	 0571-86583890	 住宿服务;宾馆酒店;经济型连锁酒店	 120.179514,30.252820	 120.184120,30.250435	 120.190719,30.256085
凯忆酒店(城站店)	 建国中路102-106	 0571-87062000,4007940072,0571-87036276	 住宿服务;宾馆酒店;经济型连锁酒店	 120.175984,30.254948	 120.180601,30.252570	 120.187204,30.258213
7天酒店(杭州城站火车站店)	 江城路744号(杭州火车站往南400米)	 0571-28911999,0571-28912888	 住宿服务;宾馆酒店;经济型连锁酒店	 120.174861,30.242545	 120.179480,30.240168	 120.186071,30.245808
知味观(江城路外卖店)	 江城路715	 0571-87810621	 餐饮服务;餐饮相关场所;餐饮相关	 120.173154,30.240678	 120.177778,30.238304	 120.184366,30.243945
五芳斋粽子(环城东路)	 环城东路2号杭州火车站2楼	 0571-86052023,0571-87242410,0571-56180060	 餐饮服务;中餐厅;中餐厅	 120.179143,30.248189	 120.183750,30.245805	 120.190345,30.251453
大东(江城路)	 江城路807	 	 购物服务;服装鞋帽皮具店;品牌鞋店	 120.174432,30.242656	 120.179053,30.240280	 120.185644,30.245920
可莎蜜儿(江城路店)	 江城路853	 0571-85064071;0571-87245186	 餐饮服务;糕饼店;糕饼店	 120.175071,30.243663	 120.179690,30.241286	 120.186282,30.246926
新华书店(江城路)	 江城路685	 0571-87817378	 购物服务;专卖店;书店	 120.172617,30.239758	 120.177243,30.237385	 120.183830,30.243028
交通银行(杭州城站支行)	 江城路879-881	 0571-87177069;0571-95559	 金融保险服务;银行;交通银行	 120.175628,30.244934	 120.180245,30.242556	 120.186838,30.248196
停车场(城头巷)	 西湖大道27号31号	 	 交通设施服务;停车场;公共停车场	 120.171821,30.246695	 120.176450,30.244324	 120.183044,30.249971
中国建设银行(杭州城站支行)	 环城东路3号	 0571-87802928;0571-87807475;0571-87820340;0571-95533	 金融保险服务;银行;中国建设银行	 120.178764,30.247490	 120.183372,30.245106	 120.189966,30.250752
杭州市城市四自工程道路综合收费管理处	 秋涛支路5-6	 0571-56180880	 政府机构及社会团体;政府机关;地市级政府及事业单位	 120.190280,30.243279	 120.194855,30.240875	 120.201421,30.246618
杭州银行(城站支行)	 清泰街428	 0571-87802512	 金融保险服务;银行;银行|金融保险服务;银行相关;银行相关	 120.171334,30.249982	 120.175964,30.247612	 120.182560,30.253261
国美电器(LH江城店)	 江城路568	 0571-86739653;0571-86997512;0571-86997523	 购物服务;家电电子卖场;国美	 120.172225,30.238302	 120.176852,30.235930	 120.183437,30.241573
成良微公益面馆	 建国南路209号	 0571-85350518	 餐饮服务;中餐厅;中餐厅	 120.172811,30.244512	 120.177436,30.242139	 120.184028,30.247782
杭州橙·诺化妆品有限公司	 解放路18号铭扬大厦7层H	 	 公司企业;公司;公司	 120.180791,30.252500	 120.185394,30.250113	 120.191991,30.255769
莫泰168旅店(杭州解放路火车城站店)	 解放路3-5	 0571-2897111,0571-28971111	 住宿服务;宾馆酒店;经济型连锁酒店	 120.179454,30.251730	 120.184061,30.249345	 120.190659,30.254995
爱橘鲜榨橙汁	 河坊街36号(距城站约796米)	 4008088658	 餐饮服务;甜品店;甜品店	 120.172353,30.240352	 120.176980,30.237980	 120.183568,30.243623
赞成·太和广场	 南面钱塘江东依飞云江路和春江花月小区西眺复兴大桥	 0571-86066700	 商务住宅;住宅区;住宅小区	 120.173037,30.218263	 120.177660,30.215888	 120.184231,30.221526
浙江省赞成集团	 赞成大厦	 	 公司企业;公司;公司	 120.173804,30.217296	 120.178424,30.214919	 120.184996,30.220555
壹成服饰	 清江路126号钱塘大酒店后大楼3层	 0571-86521981	 购物服务;服装鞋帽皮具店;服装鞋帽皮具店	 120.187443,30.247514	 120.192026,30.245115	 120.198604,30.250825
成林水果	 解放路66	 	 购物服务;综合市场;果品市场	 120.176139,30.252776	 120.180755,30.250397	 120.187356,30.256039
成明水果超市	 浙江省杭州市衢江路47	 	 购物服务;购物相关场所;购物相关场所	 120.198628,30.234045	 120.203180,30.231627	 120.209703,30.237499
赞成·太和广场停车场	 钱江路50附近	 	 交通设施服务;停车场;公共停车场	 120.172299,30.218836	 120.176924,30.216462	 120.183495,30.222102
赞成·御树	 钱江路与望江东路交叉路口	 	 商务住宅;住宅区;住宅区	 120.186145,30.229111	 120.190730,30.226713	 120.197294,30.232405
上城区体育场	 环城东路土山弄1号	 0571-87049542	 体育休闲服务;运动场馆;运动场所	 120.181238,30.253986	 120.185840,30.251598	 120.192438,30.257257
杭州和成汽车维修有限公司	 秋涛路196-13号	 0571-86818002;0571-86818005	 汽车维修;汽车综合维修;汽车综合维修	 120.180039,30.232380	 120.184642,30.229993	 120.191220,30.235641
杭州市上城区卫生局	 华藏寺巷21	 0571-87010057	 政府机构及社会团体;政府机关;区县级政府及事业单位	 120.177195,30.256811	 120.181809,30.254431	 120.188413,30.260075
浙江省杭州第六中学	 佑圣观路161	 0571-87802399	 科教文化服务;学校;中学	 120.170191,30.247156	 120.174825,30.244788	 120.181417,30.250442
工联精品服饰城(东二门)	 平海路82附近	 	 购物服务;商场;普通商场	 120.160291,30.256757	 120.164955,30.254408	 120.171532,30.260157
浙江华成控股集团有限公司	 江城路889号香榭商务大厦5F-H	 	 公司企业;公司;公司	 120.175683,30.245356	 120.180300,30.242978	 120.186894,30.248618
工联精品服饰城(西二门)	 延安路296号	 	 购物服务;商场;普通商场	 120.159551,30.257411	 120.164217,30.255064	 120.170792,30.260823
吴山花鸟城停车场	 高银街159号165号	 	 交通设施服务;停车场;公共停车场	 120.161272,30.242935	 120.165932,30.240584	 120.172500,30.246317
城站香榭大厦(公交站)	 116路空调;151路;151路空调;251路区间空调;251路空调;295路社区高峰通勤线;295路空调;30路空调;30路高峰大站(单行);3路;3路空调;62路空调;801路;92路空调;K155路;K155路空调	 	 交通设施服务;公交车站;公交车站相关	 120.174237,30.244766	 120.178858,30.242390	 120.185451,30.248031
铭成会务	 望江路69号八达大厦10层	 	 公司企业;公司;公司	 120.172604,30.238315	 120.177230,30.235942	 120.183816,30.241584
九天国际服装城(杭州服装发展中心)	 清江路168	 0571-86516331	 购物服务;服装鞋帽皮具店;服装鞋帽皮具店|购物服务;商场;普通商场	 120.190361,30.246037	 120.194936,30.243633	 120.201504,30.249378
杭州市上城区国家税务局	 建国南路42	 0571-87810108	 政府机构及社会团体;工商税务机构;国税机关	 120.171422,30.241073	 120.176051,30.238702	 120.182638,30.244349
工联精品服饰城(东一门)	 延安路296号	 	 购物服务;商场;普通商场	 120.160268,30.257236	 120.164932,30.254888	 120.171510,30.260637
工联精品服饰城(北一门)	 延安路300号	 	 购物服务;商场;普通商场	 120.159978,30.257505	 120.164643,30.255157	 120.171220,30.260910
杭州市工商行政管理局上城分局	 延安路36	 0571-87827130;0571-87827141;0571-87827167	 政府机构及社会团体;工商税务机构;工商部门	 120.160564,30.244055	 120.165226,30.241705	 120.171793,30.247448
上城区青少年活动中心	 中河中路62	 0571-87835713	 科教文化服务;文化宫;文化宫	 120.168749,30.244449	 120.173387,30.242084	 120.179974,30.247745
杭州市城乡建设委员会	 长生路9	 	 政府机构及社会团体;政府机关;地市级政府及事业单位	 120.162272,30.259355	 120.166930,30.257003	 120.173515,30.262727
杭州市上城区教育学院	 枝头巷17	 0571-87077222	 科教文化服务;学校;高等院校	 120.166308,30.255237	 120.170954,30.252877	 120.177547,30.258559
赞成大厦停车场	 复广支二路近飞云江路	 	 交通设施服务;停车场;公共停车场	 120.173640,30.217794	 120.178261,30.215418	 120.184833,30.221054
赞成中心	 钱江新城之江路与飞云江路交叉口	 	 商务住宅;楼宇;商务写字楼	 120.174207,30.216820	 120.178826,30.214443	 120.185398,30.220078
杭州市上城区中西医结合医院	 秋涛路56号	 0571-86825788	 医疗保健服务;综合医院;综合医院	 120.172424,30.222284	 120.177049,30.219910	 120.183622,30.225550
赞成大厦	 钱江路58号	 	 商务住宅;楼宇;商务写字楼	 120.173798,30.217292	 120.178418,30.214915	 120.184990,30.220551
赞成大厦停车场	 钱江路58号太和广场2幢附近	 	 交通设施服务;停车场;公共停车场	 120.173162,30.217652	 120.177784,30.215277	 120.184355,30.220914
工联精品服饰城(西一门)	 延安路278附近	 	 购物服务;商场;普通商场	 120.159566,30.256982	 120.164232,30.254635	 120.170807,30.260394
尚成食府	 老浙大横路31号杭州瑞丰格琳酒店2层	 0571-81889980;0571-87929999	 餐饮服务;中餐厅;中餐厅	 120.179565,30.256789	 120.184172,30.254404	 120.190774,30.260055
贤成麻辣烫	 金鸡岭64	 	 餐饮服务;中餐厅;中餐厅	 120.173598,30.251333	 120.178222,30.248959	 120.184821,30.254602
赞成·太和广场(复广直街)	 钱江路58	 0571-86066700;0571-86071200	 商务住宅;楼宇;商务写字楼	 120.172537,30.218977	 120.177161,30.216603	 120.183732,30.222242
出口成衣	 皮市巷143	 	 购物服务;服装鞋帽皮具店;服装鞋帽皮具店	 120.170336,30.258926	 120.174970,30.256559	 120.181572,30.262215
赞成林风	 上城望江东路钱江路交叉口	 	 商务住宅;住宅区;住宅小区	 120.186634,30.228910	 120.191218,30.226511	 120.197781,30.232208
自成易拍	 庆春路9号长堤明苑15C	 0571-87239243	 生活服务;摄影冲印店;摄影冲印	 120.181729,30.259768	 120.186330,30.257380	 120.192931,30.263043
成都小吃	 杭州市上城区	 	 餐饮服务;中餐厅;中餐厅	 120.162814,30.251420	 120.167470,30.249066	 120.174051,30.254783
出口成衣	 皮市巷143	 	 购物服务;服装鞋帽皮具店;服装鞋帽皮具店	 120.170384,30.258752	 120.175018,30.256385	 120.181620,30.262040
龙成教育	 延安路1号吴山名楼1号楼	 0571-87830717	 科教文化服务;培训机构;培训机构	 120.159585,30.243291	 120.164250,30.240943	 120.170813,30.246699
成就造型	 望江路83	 13989465225	 生活服务;美容美发店;美容美发店	 120.171450,30.238833	 120.176079,30.236462	 120.182664,30.242108
成龙果业	 直大方伯40	 0571-87026447	 购物服务;综合市场;果品市场	 120.174098,30.256616	 120.178721,30.254242	 120.185325,30.259886
美成发艺	 复兴南街47	 	 生活服务;美容美发店;美容美发店	 120.165941,30.214221	 120.170584,30.211859	 120.177145,30.217537
胜利小学(林风花园西南)	 闻潮路199号	 0571-86560890	 科教文化服务;学校;小学	 120.185082,30.227647	 120.189670,30.225250	 120.196236,30.230931
浙江明康工程咨询有限公司	 清泰街571-573号金泰商务大厦9层901	 0571-87241950	 公司企业;公司;公司	 120.168433,30.248929	 120.173072,30.246565	 120.179663,30.252230
伟盛工程机械配件	 复兴路303-305	 0571-86087618;0571-86586329	 汽车服务;汽车服务相关;汽车服务相关	 120.156614,30.211156	 120.161285,30.208811	 120.167816,30.214605
赞成·太和广场(西一门)	 飞云江路	 	 商务住宅;楼宇;商务写字楼	 120.172485,30.218716	 120.177109,30.216342	 120.183680,30.221981
川山甲建设工程	 江城路404号-3	 	 公司企业;公司企业;公司企业	 120.169696,30.234034	 120.174330,30.231666	 120.180909,30.237319
通盾工程机械	 复兴路555	 0571-86084121	 生活服务;生活服务场所;生活服务场所	 120.146320,30.205507	 120.151020,30.203180	 120.157507,30.209156
中建电子工程有限责任公司	 定安路68号定安名都商务大厦A座613-614	 	 公司企业;公司;机械电子	 120.162096,30.247719	 120.166754,30.245366	 120.173329,30.251090
华成·钱塘艺墅	 复兴路与之江路交汇处	 	 商务住宅;住宅区;住宅小区	 120.144551,30.204471	 120.149256,30.202147	 120.155735,30.208157
赞成.太和广场1号楼	 之江路飞云江路路口	 	 商务住宅;商务住宅相关;商务住宅相关	 120.174026,30.217381	 120.178646,30.215004	 120.185218,30.220640
赞成·太和广场(南门)	 飞云江路	 	 商务住宅;住宅区;住宅小区	 120.172943,30.217868	 120.177566,30.215493	 120.184137,30.221131
唐羽装饰设计工程	 庆春路39号青春外贸大厦7楼	 0571-87077856	 生活服务;生活服务场所;生活服务场所	 120.177768,30.260351	 120.182380,30.257970	 120.188986,30.263616
杭州市701工程管理所	 四牌楼附近	 	 政府机构及社会团体;政府机关;区县级政府及事业单位	 120.161535,30.238221	 120.166194,30.235869	 120.172758,30.241598
洋通工程机械配件	 复兴路269	 0571-86082306;0571-86583629	 购物服务;专卖店;专营店	 120.157286,30.211476	 120.161955,30.209130	 120.168489,30.214914
未莱环境集成	 惠民路56-1	 	 购物服务;家电电子卖场;家电电子卖场	 120.164103,30.245222	 120.168755,30.242865	 120.175333,30.248566
恒丰工程机械	 复兴路209	 	 汽车服务;汽车服务相关;汽车服务相关	 120.159684,30.212783	 120.164346,30.210433	 120.170888,30.216182
杭州建成招待所	 江城路754号	 	 住宿服务;住宿服务相关;住宿服务相关	 120.175121,30.242785	 120.179740,30.240408	 120.186331,30.246048
和成卫浴(杭州旗舰店)	 之江路515	 0571-86580380	 购物服务;家居建材市场;厨卫市场	 120.162860,30.210275	 120.167512,30.207918	 120.174065,30.213627
中设工程机械进出口有限责任公司	 西湖大道12号新东方大厦17层01	 	 公司企业;公司;商业贸易	 120.175404,30.248877	 120.180022,30.246500	 120.186619,30.252141
杭州欣成培训学校	 中河中路250号改革月报大楼16层	 	 科教文化服务;培训机构;培训机构	 120.167723,30.259344	 120.172365,30.256982	 120.178964,30.262654
杭州敦成贸易有限公司	 庆春路9号长堤明苑27层A	 	 公司企业;公司;商业贸易	 120.181902,30.259769	 120.186502,30.257381	 120.193103,30.263045
杭州赞成机电科技开发中心	 长明寺巷2	 0571-87826113	 公司企业;公司;机械电子	 120.177937,30.250067	 120.182548,30.247685	 120.189146,30.253330
乔治瑞恩高级成衣定制	 岳王路1号东方金座A座1906室(近平海路)	 0571-87752246;4000363687	 生活服务;生活服务场所;生活服务场所	 120.164820,30.255265	 120.169470,30.252908	 120.176059,30.258604
浙江飞耀建筑装饰工程有限公司	 解放路18号铭扬大厦5层A-B	 	 公司企业;公司;建筑公司	 120.180791,30.252500	 120.185394,30.250113	 120.191991,30.255769
心露成长工作室	 解放路24～26号金衙庄大厦2层h	 	 公司企业;公司企业;公司企业	 120.180135,30.252296	 120.184740,30.249910	 120.191338,30.255563
兴成干冻品	 秋涛路1弄14-11号	 0571-86513852	 购物服务;综合市场;水产海鲜市场	 120.185735,30.242191	 120.190323,30.239794	 120.196901,30.245485
浙江赞成物业管理有限公司	 庆春路139号庆联大厦5层	 0571-87220922	 公司企业;公司;公司	 120.169209,30.259998	 120.173847,30.257633	 120.180449,30.263295
康朴乐成长书桌椅(城站店)	 西湖大道18号	 0571-81606906	 购物服务;专卖店;专营店	 120.174978,30.248398	 120.179597,30.246021	 120.186194,30.251662
娃哈哈学前教育集团赞成林风园区	 闻潮路169号	 	 科教文化服务;学校;幼儿园	 120.185525,30.228351	 120.190112,30.225954	 120.196677,30.231640
元和城市之星酒店(城站店)	 江城路799号(与桃园寺巷交汇处)	 0571-86656666	 住宿服务;宾馆酒店;宾馆酒店	 120.174324,30.242481	 120.178945,30.240105	 120.185536,30.245745
成家立业筷子店	 河坊街118号	 0571-85938102	 购物服务;专卖店;专营店	 120.165369,30.242637	 120.170017,30.240278	 120.176596,30.245966
浙江骏成拍卖有限公司	 延安路126号耀江广厦a座7002室	 0571-87831238	 购物服务;特殊买卖场所;拍卖行	 120.160257,30.247703	 120.164920,30.245354	 120.171489,30.251102
桐庐人家(青年路)	 青年路48	 0571-87065144	 餐饮服务;中餐厅;中餐厅	 120.164097,30.250762	 120.168749,30.248406	 120.175333,30.254108
赞成.太和广场8号楼	 钱江路58号	 	 商务住宅;住宅区;住宅区	 120.172609,30.219123	 120.177233,30.216749	 120.183805,30.222388
东坡路社区未成年校外活动场所	 长生路16附近	 	 体育休闲服务;休闲场所;休闲场所	 120.160610,30.259872	 120.165273,30.257523	 120.171853,30.263268
杭州工联装饰成套工程公司	 延安路8号天风商厦6层	 0571-87083888	 公司企业;公司;公司	 120.160476,30.243384	 120.165138,30.241034	 120.171704,30.246778
康盛装饰模块化集成家居(旗舰店)	 姚江路33-63号2层(近钱江四桥)	 0571-86786331;0571-88387807	 购物服务;家居建材市场;家具城	 120.175585,30.223945	 120.180201,30.221565	 120.186776,30.227200
泰兴百成数码影像	 中河中路281号金峰大厦1906室	 0571-87211058	 金融保险服务;金融保险服务机构;金融保险机构	 120.166628,30.259043	 120.171273,30.256683	 120.177869,30.262363
赞成·鼎间酒店	 钱江路58号太和广场2号楼201号	 0571-86060989;13757155535	 住宿服务;宾馆酒店;宾馆酒店	 120.173248,30.217347	 120.177870,30.214971	 120.184441,30.220608
大乘德社	 邮电路23号浙江长城资产大楼6层	 	 公司企业;公司;公司	 120.162350,30.253924	 120.167007,30.251571	 120.173589,30.257294
锦成门窗	 复兴路485附近	 	 购物服务;家居建材市场;家具建材综合市场	 120.147857,30.206376	 120.152553,30.204047	 120.159047,30.209994
科瑞智能建筑系统工程	 解放路18号铭扬大厦19层A	 	 公司企业;公司;公司	 120.180791,30.252500	 120.185394,30.250113	 120.191991,30.255769
文成饭店	 青年路48	 0571-87065144;0571-87069858	 餐饮服务;中餐厅;中餐厅	 120.164093,30.250759	 120.168745,30.248403	 120.175329,30.254105
城市集成农业生活馆	 钱江路16号	 0571-87162765	 购物服务;购物相关场所;购物相关场所	 120.170349,30.218360	 120.174980,30.215990	 120.181549,30.221637
浙江东方市政园林工程有限公司	 之江路599号	 0571-87832006	 公司企业;公司企业;公司企业	 120.171992,30.215228	 120.176617,30.212855	 120.183187,30.218495
浙江中汇工程咨询有限公司	 解放路18号铭扬大厦3层	 	 公司企业;公司;公司	 120.180791,30.252500	 120.185394,30.250113	 120.191991,30.255769
浙江福田建筑装饰工程有限公司	 江城路328	 0571-86055845	 公司企业;公司;广告装饰	 120.168979,30.232185	 120.173615,30.229818	 120.180191,30.235475
浙江金鼎建筑装饰工程有限公司	 清泰街509号富春大厦11层	 	 公司企业;公司;建筑公司	 120.170654,30.249244	 120.175286,30.246875	 120.181881,30.252527
杭州立丰工程机械配件	 复兴路317-319	 0571-86584848	 汽车服务;汽车服务相关;汽车服务相关	 120.156363,30.211031	 120.161035,30.208687	 120.167565,30.214485
杭州新业建筑工程公司	 见仁里45	 	 公司企业;公司;建筑公司	 120.162138,30.250966	 120.166796,30.248614	 120.173374,30.254338
鸿丰橡胶工程机械配件	 复兴路277	 0571-86082471	 购物服务;专卖店;专营店	 120.157145,30.211410	 120.161814,30.209064	 120.168347,30.214850
翡翠园林绿化工程有限公司	 华光路1号吴山花鸟市场2层87摊位	 	 公司企业;公司;公司	 120.160413,30.242715	 120.165075,30.240365	 120.171640,30.246109
杭州安鑫装饰工程有限公司	 庆春路159号中河大厦5层	 	 公司企业;公司;广告装饰	 120.165800,30.260109	 120.170448,30.257750	 120.177043,30.263438
杭州志成图文社	 直大方伯38-1	 0571-87244555	 生活服务;生活服务场所;生活服务场所	 120.174113,30.256454	 120.178736,30.254080	 120.185340,30.259724
江干区建设工程质量安全监督站	 六部桥直街18	 	 政府机构及社会团体;公检法机构;公证鉴定机构	 120.167320,30.229739	 120.171961,30.227375	 120.178532,30.233043
杭州凤凰照明工程有限公司	 庆春路11凯旋门商业中心24层G-I	 0571-87046365	 公司企业;公司;公司	 120.180549,30.259866	 120.185153,30.257480	 120.191756,30.263136
浙江自力建设工程有限公司	 解放路34中纬商务大厦A楼南413	 0571-85933008	 公司企业;公司;建筑公司	 120.178942,30.252458	 120.183550,30.250074	 120.190149,30.255722
浙江佳良工程机械	 复兴路521号	 0571-86586199	 汽车服务;汽车养护/装饰;汽车养护	 120.146665,30.205722	 120.151364,30.203395	 120.157852,30.209365
杭州中庆工程建设监理有限公司	 西湖大道259号清波商厦商务楼E-305	 	 公司企业;公司;公司	 120.159188,30.247891	 120.163854,30.245544	 120.170420,30.251306
中铁二十四局集团浙江工程有限公司	 江城路692号	 	 公司企业;公司;建筑公司	 120.173798,30.240171	 120.178420,30.237796	 120.185008,30.243436
顺达工程机械配件	 复兴路287-289	 0571-86898079	 购物服务;专卖店;专营店	 120.156924,30.211305	 120.161594,30.208960	 120.168126,30.214749
深圳洪涛装饰工程有限公司	 庆春路37-39号青春外贸大厦7层	 	 公司企业;公司;广告装饰	 120.177722,30.260183	 120.182334,30.257802	 120.188940,30.263448
太阳铸造工程技术有限公司	 .杭州市大学路高官弄9号三楼	 0571-87049868;0571-87239501	 公司企业;公司企业;公司企业	 120.177481,30.253679	 120.182093,30.251298	 120.188694,30.256942
杭州恒业装饰设计工程有限公司	 庆春路9号长堤明苑25层D	 	 公司企业;公司;广告装饰	 120.181902,30.259769	 120.186502,30.257381	 120.193103,30.263045
五洋建筑集团消防工程有限公司	 江城路631号嘉景商务楼5层	 	 公司企业;公司;公司	 120.171464,30.238102	 120.176093,30.235731	 120.182678,30.241377
浙江中达工程审价事务所	 庆春路159号中河大厦7层	 	 生活服务;事务所;事务所	 120.165800,30.260109	 120.170448,30.257750	 120.177043,30.263438
杭州全景照明工程有限公司	 庆春路9号长堤明苑24层B	 	 公司企业;公司;公司	 120.181903,30.259769	 120.186503,30.257381	 120.193104,30.263045
杭州东龙信息工程有限公司	 郭东园巷8号中闽大厦22	 	 公司企业;公司;网络科技	 120.174526,30.245085	 120.179146,30.242709	 120.185739,30.248350
路通市政园林工程公司	 六部桥直街18-1	 	 公司企业;公司企业;公司企业	 120.167550,30.229711	 120.172190,30.227347	 120.178761,30.233013
印尚设计工程有限公司	 延安路126号耀江广厦写字楼a座4层	 	 公司企业;公司企业;公司企业	 120.160257,30.247703	 120.164920,30.245354	 120.171489,30.251102
明达市政安装工程公司	 雷霆路60长城大厦12b层	 	 公司企业;公司企业;公司企业	 120.189002,30.231603	 120.193580,30.229200	 120.200138,30.234924
筑艺建筑工程设计咨询有限公司	 奎垣巷6号	 	 公司企业;公司;建筑公司	 120.163369,30.248826	 120.168023,30.246471	 120.174603,30.252181
中瓯建设工程有限公司	 雷霆路58冠盛大厦6层	 	 公司企业;公司企业;公司企业	 120.187629,30.230627	 120.192210,30.228226	 120.198772,30.233934
浙江蓝海生物工程有限公司	 延安路8号天风商厦6层6016-6018	 	 公司企业;公司;公司	 120.160472,30.243391	 120.165134,30.241041	 120.171700,30.246785
和雅装饰设计工程公司	 延安路9吴山名楼3层3039	 	 公司企业;公司企业;公司企业	 120.159194,30.243586	 120.163860,30.241238	 120.170421,30.246999
浙江富厦建筑装饰工程有限公司	 秋涛路178	 	 公司企业;公司;广告装饰	 120.173506,30.223884	 120.178128,30.221508	 120.184702,30.227145
杭州远通信息工程有限公司	 庆春路225号广厦西湖·时代广场4层	 	 公司企业;公司;网络科技	 120.156815,30.260157	 120.161489,30.257815	 120.168056,30.263615
天程票务	 近江南路33号(近三桥农贸市场)	 0571-88964870	 生活服务;旅行社;旅行社	 120.198407,30.233888	 120.202960,30.231470	 120.209484,30.237338
前程茶叶	 马市街97之5-6	 	 购物服务;专卖店;专营店	 120.171445,30.255516	 120.176075,30.253146	 120.182676,30.258796
启程假日酒店	 建国中路143	 0571-86043872	 住宿服务;宾馆酒店;宾馆酒店	 120.175865,30.257471	 120.180483,30.255093	 120.187088,30.260736
中国民生银行(好又多上乘店)	 近江路1号	 	 生活服务;生活服务场所;生活服务场所	 120.187394,30.242497	 120.191977,30.240097	 120.198551,30.245805
骏程陶瓷	 邮电路28号	 0571-83023083	 购物服务;家居建材市场;家居建材市场	 120.162683,30.254248	 120.167340,30.251895	 120.173923,30.257614
杭州高雅装饰工程有限公司	 江城路889号香榭商务大厦5i	 	 公司企业;公司;广告装饰	 120.175680,30.245357	 120.180297,30.242979	 120.186891,30.248619
东方市政园林工程公司	 馆驿后2泰地·万新大厦9层	 	 公司企业;公司企业;公司企业	 120.171571,30.247075	 120.176200,30.244705	 120.182794,30.250353
恒达工程机械配件商行	 复兴路211	 0571-86080031	 汽车服务;汽车服务相关;汽车服务相关	 120.159544,30.212701	 120.164206,30.210351	 120.170748,30.216102
小程理发店	 紫金观巷25附近	 	 生活服务;美容美发店;美容美发店	 120.169095,30.256994	 120.173733,30.254629	 120.180332,30.260291
龙程茶行	 解放路副食品茶叶市场1-4	 	 购物服务;专卖店;专营店	 120.171573,30.251713	 120.176203,30.249343	 120.182801,30.254992
杭州国盛装饰工程有限公司	 清泰街348号雪峰大厦11层	 	 公司企业;公司;广告装饰	 120.173553,30.250129	 120.178177,30.247755	 120.184775,30.253398
杭州市机械工程学会	 中河中路175	 	 政府机构及社会团体;社会团体;行业协会	 120.167015,30.251833	 120.171658,30.249471	 120.178249,30.255147
杭州市政工程设计研究院	 浣纱路116	 	 科教文化服务;科研机构;科研机构	 120.161937,30.252323	 120.166596,30.249971	 120.173175,30.255698
巨宣工程机械	 复兴路197	 0571-86583548	 购物服务;专卖店;专营店	 120.160315,30.213156	 120.164975,30.210804	 120.171520,30.216545
吾木澄香	 中山中路525-529号	 0571-87064568	 购物服务;花鸟鱼虫市场;花卉市场	 120.164962,30.258460	 120.169612,30.256103	 120.176204,30.261798
浙江耀信工程咨询有限公司(高银街)	 中山中路115号中山大厦6层	 	 公司企业;公司;公司	 120.165977,30.243756	 120.170623,30.241396	 120.177204,30.247078
中源幕墙装饰工程公司	 秋涛路36号5层	 	 公司企业;公司;公司	 120.171727,30.221227	 120.176354,30.218854	 120.182926,30.224496
丽江程海保尔生物开发有限公司	 江城路404-2	 	 医疗保健服务;医药保健销售店;医疗保健用品	 120.169659,30.234204	 120.174293,30.231836	 120.180872,30.237489
杭州恒基消防工程有限公司	 钱江路639号新城大楼5层	 13588817869	 公司企业;公司;公司	 120.194279,30.240523	 120.198843,30.238112	 120.205391,30.243913
乐满程旅行社	 杭州秋涛路28号凤凰中心806室	 0571-56208201;0571-56208202;0571-88258860	 生活服务;生活服务场所;生活服务场所	 120.171237,30.220022	 120.175865,30.217650	 120.182436,30.223293
